Address (Hex),Address (Dec),Primary Purpose,Categories,Min Value,Max Value,Occurrences,Example Values
6E0D79,7212409,"coin ""after"" word X-Axis",PositionX,48,112,5,5B; 30; 70
6E0D92,7212434,"coin ""gil on hand"" word Y-Axis",PositionY,1,194,1,C2 01
6E0D97,7212439,"coin ""gil on hand"" word X-Axis",PositionX,48,112,5,5B; 30; 70
6E0DB3,7212467,coin raise value Y-Axis,PositionY,1,150,1,96 01
6E0DB8,7212472,coin raise value X-Axis,PositionX,0,210,5,BD; 92; D2 00
6E0DDB,7212507,coin after value Y-Axis,PositionY,1,174,1,AE 01
6E0DE0,7212512,coin after value X-Axis,PositionX,0,210,5,BD; 92; D2 00
6E0DFD,7212541,coin current value Y-Axis,PositionY,1,198,1,C6 01
6E0E02,7212546,coin current value X-Axis,PositionX,0,210,5,BD; 92; D2 00
6E0E11,7212561,coin box bg X-Axis,"Box, PositionX",42,85,4,55; 2A; 55
6E0E18,7212568,coin box bg Y-Axis,"Box, PositionY",1,114,1,72 01
6E139C,7213980,status/cure/ether sub menu names spacing Y-Axis - C9 middle then 6B first then 3rd value,"PositionY, Spacing, StatusMenu",24,201,1,6B C9 18
6E13A1,7213985,status/cure/ether sub menu names Y-Axis,"PositionY, StatusMenu",1,141,1,8D 01
6E13A2,7213986,remove status/cure/ether sub menu names,StatusMenu,2,2,3,02; 02; 02
6E13A7,7213991,status/cure/ether sub menu names X-Axis,"PositionX, StatusMenu",0,255,10,28 00; 6B 00; 40 00
6E1412,7214098,menu stuff merged,Uncategorized,0,233,1,e9 58 03 00 00 90
6E1487,7214215,"cure sub menu alive hp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E148C,7214220,cure sub menu alive hp Y-Axis,PositionY,1,144,1,90 01
6E148D,7214221,remove cure sub menu alive hp,Uncategorized,2,2,3,02; 02; 02
6E1492,7214226,cure sub menu alive hp X-Axis,PositionX,0,219,10,98 00; DB 00; B0 00
6E14BC,7214268,"cure sub menu dead hp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E14C1,7214273,cure sub menu dead hp Y-Axis,PositionY,1,144,1,90 01
6E14C2,7214274,remove cure sub menu dead hp,Uncategorized,2,2,3,02; 02; 02
6E14C7,7214279,cure sub menu dead hp X-Axis,PositionX,0,219,10,98 00; DB 00; B0 00
6E14DD,7214301,cure sub menu hp divider color pallette,Color,7,7,1,07
6E14ED,7214317,cure sub menu hp divider spacing Y-Axis - C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6E14F1,7214321,cure sub menu hp divider Y-Axis,PositionY,1,144,1,90 01
6E14F2,7214322,remove cure sub menu hp divider,Uncategorized,2,2,3,02; 02; 02
6E14F7,7214327,cure sub menu hp divider X-Axis,PositionX,0,221,10,C5 00; 08 01; DD 00
6E1530,7214384,"cure sub menu maxhp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E1535,7214389,cure sub menu maxhp Y-Axis,PositionY,1,144,1,90 01
6E1536,7214390,remove cure sub menu maxhp,Uncategorized,2,2,3,02; 02; 02
6E153B,7214395,cure sub menu maxhp X-Axis,PositionX,0,229,10,CD 00; 10 01; E5 00
6E154B,7214411,cure sub menu hp bar X-Axis,"Bar, PositionX",0,221,10,98 00; DD 00; B2 00
6E1551,7214417,cure sub menu hp bar spacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, PositionY, Spacing",24,192,1,6B C0 18
6E1555,7214421,cure sub menu hp bar Y-Axis,"Bar, PositionY",1,160,1,A0 01
6E1556,7214422,remove cure sub menu hp bar,Bar,2,2,3,02; 02; 02
6E1561,7214433,cure sub menu hp bar length X-Axis,"Bar, PositionX",0,95,1,5F 00
6E1626,7214630,"ether sub menu alive mp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E162B,7214635,ether sub menu alive mp Y-Axis,PositionY,1,144,1,90 01
6E162C,7214636,remove ether sub menu alive mp,Uncategorized,2,2,3,02; 02; 02
6E1631,7214641,ether sub menu alive mp X-Axis,PositionX,0,220,10,99 00; DC 00; B1 00
6E165B,7214683,"ether sub menu dead mp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E1660,7214688,ether sub menu dead mp Y-Axis,PositionY,1,144,1,90 01
6E1661,7214689,remove ether sub menu dead mp,Uncategorized,2,2,3,02; 02; 02
6E1666,7214694,ether sub menu dead mp X-Axis,PositionX,0,220,10,99 00; DC 00; B1 00
6E167C,7214716,ether sub menu mp divider color pallette,Color,7,7,1,07
6E168C,7214732,ether sub menu mp divider spacing Y-Axis - C0 middle then 6B first then 3rd value,"PositionY, Spacing",24,192,1,6B C0 18
6E1690,7214736,ether sub menu mp divider Y-Axis,PositionY,1,144,1,90 01
6E1691,7214737,remove ether sub menu mp divider,Uncategorized,2,2,3,02; 02; 02
6E1696,7214742,ether sub menu mp divider X-Axis,PositionX,0,222,10,C6 00; 09 01; DE 00
6E16CF,7214799,"ether sub menu maxmp spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing",24,210,1,6B D2 18
6E16D4,7214804,ether sub menu maxmp Y-Axis,PositionY,1,144,1,90 01
6E16D5,7214805,remove ether sub menu maxmp,Uncategorized,2,2,3,02; 02; 02
6E16DA,7214810,ether sub menu maxmp X-Axis,PositionX,0,229,10,CD 00; 10 01; E5 00
6E16EA,7214826,ether sub menu mp bars X-Axis,"Bar, PositionX",0,222,10,9A 00; DE 00; B3 00
6E16F0,7214832,ether sub menu mp bars spaacing Y-Axis - C0 middle then 6B first then 3rd value,"Bar, PositionY",24,192,1,6B C0 18
6E16F4,7214836,ether sub menu mp bars Y-Axis,"Bar, PositionY",1,160,1,A0 01
6E16F5,7214837,remove ether sub menu mp bars,Bar,2,2,3,02; 02; 02
6E1700,7214848,ether sub menu mp bars length X-Axis,"Bar, PositionX",0,95,1,5F 00
6E1792,7214994,"slow down status rotation, will still speed up when is a lot of status on character",StatusMenu,31,31,1,1F
6E185E,7215198,"status sub menu status spacing Y-Axis - set middle to D2, then first to 6B, then third as value","PositionY, Spacing, StatusMenu",24,210,23,6B D2 18; 6B D2 18; 6B D2 18
6E1863,7215203,status sub menu status Y-Axis,"PositionY, StatusMenu",1,146,26,92 01; 92 01; 92 01
6E1869,7215209,status sub menu status X-Axis,"Icon, PositionX, StatusMenu",0,255,37,9A 01 00 00; 37 01 00 00; 2E 01 00 00
6E1891,7215249,status/cure/ether sub menu name header Y-Axis,"PositionY, StatusMenu",1,125,3,7D 01; 7D 01; 6B 01
6E1892,7215250,all sub boxes,"Box, StatusMenu",2,45,11,02; 2D; 02
6E1896,7215254,status/cure/ether sub menu name header X-Axis,"PositionX, StatusMenu",0,255,10,28 00; 6B 00; 40 00
6E18D4,7215316,cure sub menu hp header Y-Axis,PositionY,1,125,2,7D 01; 6B 01
6E18D5,7215317,remove cure sub menu hp header,Uncategorized,2,2,3,02; 02; 02
6E18D9,7215321,cure sub menu hp header X-Axis,"Box, PositionX",0,236,15,6C 00; 41 00; A9
6E18FB,7215355,ether sub menu mp header Y-Axis,PositionY,1,125,2,7D 01; 6B 01
6E18FC,7215356,remove ether sub menu mp header,Uncategorized,2,2,3,02; 02; 02
6E1900,7215360,ether sub menu mp header X-Axis,PositionX,0,221,10,98 00; DD 00; B2 00
6E1925,7215397,status sub menu status header Y-Axis,"PositionY, StatusMenu",1,125,2,7D 01; 6B 01
6E1926,7215398,remove status sub menu status header,StatusMenu,2,2,3,02; 02; 02
6E192A,7215402,status sub menu status header X-Axis,"PositionX, StatusMenu",0,207,10,8C 00; CF 00; A4 00
6E200E,7217166,manip text spacing Y-Axis,"PositionY, Spacing, Text",24,201,1,6B C9 18
6E2014,7217172,manip text Y-Axis,"PositionY, Text",1,134,1,86 01
6E201A,7217178,manip text X-Axis,"PositionX, Text",38,95,6,5F; 34; 5F
6E2182,7217538,cait sith reels tint height,Height,106,108,7,6A; 6A; 6A
6E2189,7217545,cait sith reels Y-Axis,PositionY,1,111,1,6F 01
6E2429,7218217,cait sith reels spinned icons Y-Axis,"Icon, PositionY",1,23,7,17 01; 17 01; 17 01
6E2447,7218247,"remove main boxes and help box when cait sith reel, and add back after",Box,0,232,1,E8 11 20 23 00 90 90
6E3162,7221602,remove main boxes and help box when tifa reel shows,Box,0,232,1,E8 E7 12 23 00 90
6E316D,7221613,tifa reels Y-Axis,PositionY,1,114,1,72 01
6E325A,7221850,tifa reels spinned Y-Axis,PositionY,1,84,1,54 01
6E3892,7223442,battle square keep goin text Y-Axis,"Battle, PositionY, Text",1,124,2,7C 01; 6C 01
6E3897,7223447,battle square keep goin text X-Axis,"Battle, PositionX, Text",48,48,1,30
6E38AD,7223469,battle square of course text Y-Axis,"Battle, PositionY, Text",1,164,2,A4 01; 94 01
6E38B2,7223474,battle square of course text X-Axis,"Battle, PositionX, Text",48,48,1,30
6E38F9,7223545,battle square current battle points text Y-Axis,"Battle, PositionY, Text",1,124,2,7C 01; 6C 01
6E38FE,7223550,battle square current battle points text X-Axis,"Battle, PositionX, Text",0,208,5,D0 00; D0 00; D0 00
6E3918,7223576,battle square current battle points value Y-Axis,"Battle, PositionY",1,169,2,A9 01; 99 01
6E391D,7223581,battle square current battle points value X-Axis,"Battle, PositionX",1,78,5,0E; 0E; 0E
6E395B,7223643,battle square reel height,"Battle, Height",106,112,2,70; 6A
6E3964,7223652,battle square reel Y-Axis,"Battle, PositionY",1,108,2,6C 01; 5C 01
6E3A35,7223861,battle square reel spinned Y-Axis,"Battle, PositionY",1,4,1,04 01
6E3B8D,7224205,battle square slot start text Y-Axis,"Battle, PositionY, Text",1,152,1,98 01
6E3BBB,7224251,battle square go for it text Y-Axis,"Battle, PositionY, Text",1,164,1,A4 01
6E3BC0,7224256,battle square go for it text X-Axis,"Battle, PositionX, Text",1,3,1,03 01
6E3C31,7224369,battle square status text Y-Axis,"Battle, PositionY, StatusMenu, Text",1,132,1,84 01
6E3C35,7224373,"battle square status text X-Axis Centred regardless of length - requires DLPB code, added in 09-DLPB","Battle, PositionX, StatusMenu, Text",34,253,1,E9 A3 FD 22
6E3C59,7224409,battle square great text Y-Axis,"Battle, PositionY, Text",1,152,2,98 01; 88 01
6E4B4C,7228236,worried about other members text Y-Axis,"PositionY, Text",130,130,1,82
6E4B60,7228256,both choices yellow color pallete,Color,6,6,1,06
6E4B67,7228263,yeah a little text Y-Axis,"PositionY, Text",1,173,2,AD; 98 01
6E4B6C,7228268,yeah a little text X-Axis,"PositionX, Text",64,72,2,40; 48
6E4B82,7228290,not really text Y-Axis,"PositionY, Text",1,173,2,AD; 98 01
6E4B8C,7228300,not really text X-Axis,"PositionX, Text",128,136,2,80; 88
6E7117,7237911,"dialog spacing Y-Axis, both values","PositionY, Spacing",24,24,1,18
6EB022,7254050,Add transparency support for FIELD dialogs - trueodin,"Field, Opacity",144,144,1,90 90 90 90 90 90
6EC0B0,7258288,field message box scrolling viewing offset Y-Axis 9139FC to change value,"Box, Field, PositionY",0,232,1,E8 40 79 22 00 90 50 51
6EC284,7258756,dialog text Y-Axis offset,"PositionY, Text",6,6,1,06
6F6377,7299959,main menu (OR ALL UI?) - LV HP MP spacing X-Axis,"MainMenu, PositionX, Spacing",11,11,2,0B; 0B
6F984C,7313484,all menus (NOT BATTLE) - All but last digits spacing X-Axis,"Battle, PositionX, Spacing",11,11,1,0B
6F9860,7313504,All but last digits spacing X-Axis,"PositionX, Spacing",11,11,1,0B
6F9A87,7314055,all menus (NOT BATTLE) - last digits spacing X-Axis,"Battle, PositionX, Spacing",11,11,1,0B
6F9A9B,7314075,last digits spacing X-Axis,"PositionX, Spacing",11,11,1,0B
6F9D28,7314728,materia effect - all but last digits spacing X-Axis,"MateriaMenu, PositionX, Spacing",11,11,1,0B
6F9F69,7315305,materia effect - last digits spacing X-Axis,"MateriaMenu, PositionX, Spacing",11,11,1,0B
6FEEA4,7335588,save file select cursor spacing Y-Axis,"Cursor, PositionY, SaveLoadMenu, Spacing",26,26,1,1A
6FEEB9,7335609,save file select cursor spacing X-Axis,"Cursor, PositionX, SaveLoadMenu, Spacing",83,93,2,5D; 53
6FEEBD,7335613,save file select cursor X-Axis,"Cursor, PositionX, SaveLoadMenu",235,253,2,EB; FD
6FEED6,7335638,save select text X-Axis,"PositionX, SaveLoadMenu, Text",13,13,1,0D
6FEF42,7335746,save file select box text Y-Axis,"Box, PositionY, SaveLoadMenu, Text",9,9,1,09
6FEF51,7335761,save file select box text X-Axis,"Box, PositionX, SaveLoadMenu, Text",20,40,2,14; 28
6FF0C1,7336129,save game ghost cursor Y-Axis,"Cursor, PositionY, SaveLoadMenu",110,110,1,6E
6FF0C4,7336132,save game ghost cursor X-Axis,"Cursor, PositionX, SaveLoadMenu",0,0,1,00
6FF0DF,7336159,save game cursor Y-Axis,"Cursor, PositionY, SaveLoadMenu",110,110,1,6E
6FF0E2,7336162,save game cursor X-Axis,"Cursor, PositionX, SaveLoadMenu",0,0,1,00
6FF226,7336486,save game WORD X-Axis,"PositionX, SaveLoadMenu",1,96,1,60 01
6FF25F,7336543,save game number X-Axis,"PositionX, SaveLoadMenu",1,127,1,7F 01
6FF2C1,7336641,save select alt text X-Axis,"PositionX, SaveLoadMenu, Text",13,13,1,0D
6FF386,7336838,Saving Box Text X-Axis,"Box, PositionX, Text",1,69,1,45 01
7000D6,7340246,right box - weapon text X-Axis,"Box, PositionX, Text",64,64,1,40
700115,7340309,right box - armour text X-Axis,"Box, PositionX, Text",64,64,1,40
700171,7340401,right box - accessory text X-Axis,"Box, PositionX, Text",64,64,1,40
700190,7340432,right box - Wpn WORD X-Axis,"Box, PositionX",8,8,1,08
7001B2,7340466,right box - Arm WORD X-Axis,"Box, PositionX",14,14,1,0E
7001D7,7340503,right box - Acc WORD X-Axis,"Box, PositionX",14,14,1,0E
700212,7340562,right box - weapon slots/box Y-Axis,"Box, PositionY",31,31,1,1F
700219,7340569,right box - weapon slots/box X-Axis,"Box, PositionX",65,68,2,44; 41
700255,7340629,right box - armour slots/box Y-Axis,"Box, PositionY",99,99,1,63
70025C,7340636,right box - armour slots/box X-Axis,"Box, PositionX",65,68,2,44; 41
7003F8,7341048,Materia slots BG Width,"MateriaMenu, Width",0,0,1,00 00
7003FE,7341054,Materia slots BG Height,"Height, MateriaMenu",0,0,1,00 00
70121F,7344671,left box - ghost cursor Y-Axis,"Box, Cursor, PositionY",68,68,1,44
701222,7344674,left box - ghost cursor X-Axis,"Box, Cursor, PositionX",0,0,1,00
701252,7344722,right box - ghost cursor Y-Axis,"Box, Cursor, PositionY",45,45,1,2D
701265,7344741,right box - ghost cursor spacing X-Axis,"Box, Cursor, PositionX, Spacing",82,82,1,52
701269,7344745,right box - ghost cursor X-Axis,"Box, Cursor, PositionX",2,2,1,02
7012E0,7344864,right box - cursor Y-Axis,"Box, Cursor, PositionY",46,46,1,2E
7012F3,7344883,right box - cursor spacing X-Axis,"Box, Cursor, PositionX, Spacing",82,82,1,52
7012F7,7344887,right box - cursor X-Axis,"Box, Cursor, PositionX",2,2,1,02
701338,7344952,top box lv/hp/mp block Y-Axis,"Box, PositionY",13,13,1,0D
701345,7344965,top box lv/hp/mp block X-Axis,"Box, PositionX",143,143,1,8F
701375,7345013,top box avatar Y-Axis,"Avatar, Box, PositionY",12,12,1,0C
701383,7345027,top box avatar X-Axis,"Avatar, Box, PositionX",54,54,1,36
7013CE,7345102,top box selected lv/hp/mp block Y-Axis,"Box, PositionY",13,13,1,0D
7013DB,7345115,top box selected lv/hp/mp block X-Axis,"Box, PositionX",143,143,1,8F
70140A,7345162,top box selected avatar Y-Axis,"Avatar, Box, PositionY",12,12,1,0C
701418,7345176,top box selected avatar X-Axis,"Avatar, Box, PositionX",54,54,1,36
701510,7345424,right box contents spacing X-Axis,"Box, PositionX, Spacing",82,82,1,52
7015C3,7345603,left box - avatar Y-Axis,"Avatar, Box, PositionY",24,24,1,18
7015C6,7345606,left box - avatar X-Axis,"Avatar, Box, PositionX",45,45,1,2D
701B7A,7347066,right box - exp bar Height,"Bar, Box, Height",12,12,1,0C
701B86,7347078,right box - exp bar width,"Bar, Box, Width",0,232,1,E8 35 1F 21 00 C1 E8 05
701B94,7347092,right box - exp bar Y-Axis,"Bar, Box, PositionY",88,88,1,58
701B97,7347095,right box - exp bar X-Axis,"Bar, Box, PositionX",1,246,2,EE 01; F6 05
701BBE,7347134,right box - exp box Y-Axis,"Box, PositionY",88,88,1,58
701BC1,7347137,right box - exp box X-Axis,"Box, PositionX",1,242,2,EA 01; F2 05
701BEB,7347179,right box - exp p X-Axis,"Box, PositionX",2,89,1,59 02
701C15,7347221,right box - next level p X-Axis,"Box, PositionX",2,89,1,59 02
701C46,7347270,right box - exp number X-Axis,"Box, PositionX",1,185,1,B9 01
701C77,7347319,right box - next level number X-Axis,"Box, PositionX",1,185,1,B9 01
701CA6,7347366,right box - EXP: WORD X-Axis,"Box, PositionX",1,105,1,69 01
701CEE,7347438,right box - next level: WORD X-Axis,"Box, PositionX",1,105,1,69 01
702242,7348802,limit menu set cursor Y-Axis,"Cursor, LimitMenu, PositionY",76,76,1,4C
7022E9,7348969,limit menu check cursor Y-Axis,"Cursor, LimitMenu, PositionY",2,77,1,02 4D
702370,7349104,limit menu check nested cursor spacing Y-Axis,"Cursor, LimitMenu, PositionY, Spacing",26,26,1,1A
702374,7349108,limit menu check nested cursor Y-Axis,"Cursor, LimitMenu, PositionY",94,94,1,5E
702384,7349124,limit menu check nested cursor X-Axis,"Cursor, LimitMenu, PositionX",20,20,1,14
70240D,7349261,limit menu change box cursor spacing Y-Axis,"Box, Cursor, LimitMenu, PositionY, Spacing",22,22,1,16
702411,7349265,limit menu change box cursor Y-Axis,"Box, Cursor, LimitMenu, PositionY",107,107,1,6B
70241F,7349279,limit menu change box cursor X-Axis,"Box, Cursor, LimitMenu, PositionX",90,90,1,5A
70243E,7349310,limit menu change text first line Y-Axis,"LimitMenu, PositionY, Text",16,16,1,10
70244B,7349323,limit menu change text first line X-Axis,"LimitMenu, PositionX, Text",40,40,1,28
70246A,7349354,limit menu change text second line Y-Axis,"LimitMenu, PositionY, Text",40,40,1,28
702478,7349368,limit menu change text second line X-Axis,"LimitMenu, PositionX, Text",40,40,1,28
702496,7349398,limit menu change text third line Y-Axis,"LimitMenu, PositionY, Text",80,80,1,50
7024A4,7349412,limit menu change text third line X-Axis,"LimitMenu, PositionX, Text",64,64,1,40
7024C3,7349443,limit menu change text yes Y-Axis,"LimitMenu, PositionY, Text",104,104,1,68
7024F1,7349489,limit menu change text no Y-Axis,"LimitMenu, PositionY, Text",126,126,1,7E
7025C7,7349703,limit menu level and value X-Axis,"LimitMenu, PositionX",43,43,1,2B
70269B,7349915,limit menu limits spacing Y-Axis,"LimitMenu, PositionY, Spacing",26,26,1,1A
7026AC,7349932,limit menu limits X-Axis,"LimitMenu, PositionX",63,63,1,3F
703188,7352712,limit menu hp/mv/lv block Y-Axis,"LimitMenu, PositionY",14,14,1,0E
7031A0,7352736,limit menu avatar Y-Axis,"Avatar, LimitMenu, PositionY",12,12,1,0C
7031BA,7352762,limit menu limit level WORD X-Axis,"LimitMenu, PositionX",82,82,1,52
7032FC,7353084,limit menu limit level number Y-Axis,"LimitMenu, PositionY",24,24,1,18
7032FE,7353086,limit menu limit level number X-Axis,"LimitMenu, PositionX",176,176,1,B0
703317,7353111,limit menu set WORD Y-Axis,"LimitMenu, PositionY",80,80,1,50
703332,7353138,limit menu check WORD Y-Axis,"LimitMenu, PositionY",80,80,1,50
7037CF,7354319,LV/HP/MP Y-axis,PositionY,15,15,1,0F
7037D1,7354321,LV/HP/MP X-axis,PositionX,101,101,1,65
7037E7,7354343,Avatar Y-axis,"Avatar, PositionY",12,12,1,0C
7037E9,7354345,Avatar X-axis,"Avatar, PositionX",12,12,1,0C
703B18,7355160,Command box Y-axis,"Box, PositionY",139,139,1,8B
703B1D,7355165,Command box X-axis,"Box, PositionX",62,62,1,3E
703B2A,7355178,All Equips Y-axis,"EquipMenu, PositionY",1,52,1,34 01
703B2F,7355183,All Equips X-axis,"EquipMenu, PositionX",1,19,1,13 01
703B3C,7355196,All Attributes text Y-axis (except Strength/Attack numbers),"PositionY, Text",125,125,1,7D
703B3E,7355198,All Attributes text X-axis (except Strength/Attack numbers),"PositionX, Text",51,51,1,33
703B5B,7355227,Element/Effect ALL text X-axis,"PositionX, Text",64,64,1,40
703E2C,7355948,Element WORD X-axis,PositionX,53,53,1,35
703E63,7356003,Element Halve Y-axis offset,PositionY,71,71,1,47
703E82,7356034,Element Invalid Y-axis offset,PositionY,144,144,1,90
703EA3,7356067,Element Absorb Y-axis offset,PositionY,215,215,1,D7
703FAD,7356333,Element line wrap width,Width,1,189,1,BD 01
703FF2,7356402,Element attributes bottom row Y-axis,PositionY,24,24,1,18
704021,7356449,Element attributes spacing X-axis,"PositionX, Spacing",8,10,1,0A 08
70405F,7356511,Effect WORD X-axis,PositionX,26,26,1,1A
70407E,7356542,Effect Attack WORD X-axis,PositionX,0,0,1,00
7040A3,7356579,Effect Defend WORD X-axis,PositionX,0,0,1,00
7040CE,7356622,Effect attributes top row X-axis,PositionX,87,87,1,57
70416D,7356781,Effect line wrap width,Width,2,39,1,27 02
704181,7356801,Effect attributes other rows X-axis,PositionX,87,87,1,57
7041B5,7356853,Effect text spacing Y-Axis,"PositionY, Spacing, Text",24,24,1,18
7041E4,7356900,Effect text spacing X-Axis,"PositionX, Spacing, Text",8,10,1,0A 08
704668,7358056,Wpn name text X-axis offset,"PositionX, Text",48,48,1,30
7046A7,7358119,Arm name text X-axis offset,"PositionX, Text",48,48,1,30
704701,7358209,Acc name text X-axis offset,"PositionX, Text",48,48,1,30
704720,7358240,Wpn WORD X-axis offset,PositionX,1,1,1,01
704742,7358274,Arm WORD X-axis offset,PositionX,7,7,1,07
704767,7358311,Acc WORD X-axis offset,PositionX,7,7,1,07
7047A3,7358371,Wpn materia slots Y-axis offset,"MateriaMenu, PositionY",29,29,1,1D
7047AA,7358378,Wpn materia slots X-axis offset,"MateriaMenu, PositionX",48,48,1,30
7047E6,7358438,Arm materia slots Y-axis offset,"MateriaMenu, PositionY",93,93,1,5D
7047ED,7358445,Arm materia slots X-axis offset,"MateriaMenu, PositionX",48,48,1,30
704989,7358857,Materia slots BG Width,"MateriaMenu, Width",0,0,1,00 00
70498F,7358863,Materia slots BG Height,"Height, MateriaMenu",0,0,1,00 00
704DB3,7359923,Strength number Y/X-axis,PositionX,0,199,1,68 81 00 00 00 68 C7 00 00 00 91
704DE9,7359977,Dexterity number Y-axis,PositionY,28,28,1,1C
704DF0,7359984,Dexterity number X-axis,PositionX,148,148,1,94
704E1F,7360031,Vitality number Y-axis,PositionY,52,52,1,34
704E25,7360037,Vitality number X-axis,PositionX,148,148,1,94
704E55,7360085,Magic number Y-axis,"MagicMenu, PositionY",76,76,1,4C
704E5C,7360092,Magic number X-axis,"MagicMenu, PositionX",148,148,1,94
704E8C,7360140,Spirit number Y-axis,PositionY,100,100,1,64
704E93,7360147,Spirit number X-axis,PositionX,148,148,1,94
704EC2,7360194,Luck number Y-axis,PositionY,124,124,1,7C
704EC8,7360200,Luck number X-axis,PositionX,148,148,1,94
704EDA,7360218,Bottom Attributes Block Y-Axis,PositionY,167,167,1,A7
70502B,7360555,Attack number Y/X-axis,PositionX,0,199,1,68 28 01 00 00 66 B8 C7 00 50
70504F,7360591,Attack% number Y-axis,PositionY,28,28,1,1C
705055,7360597,Attack% number X-axis,PositionX,148,148,1,94
705074,7360628,Defense number Y-axis,PositionY,52,52,1,34
70507A,7360634,Defense number X-axis,PositionX,148,148,1,94
705099,7360665,Defense% number Y-axis,PositionY,76,76,1,4C
70509F,7360671,Defense% number X-axis,PositionX,148,148,1,94
7050BE,7360702,Magic Attack number Y-axis,"MagicMenu, PositionY",100,100,1,64
7050C4,7360708,Magic Attack number X-axis,"MagicMenu, PositionX",148,148,1,94
7050E3,7360739,Magic Defense number Y-axis,"MagicMenu, PositionY",124,124,1,7C
7050E9,7360745,Magic Defense number X-axis,"MagicMenu, PositionX",148,148,1,94
705108,7360776,Magic Defense% number Y-axis,"MagicMenu, PositionY",148,148,1,94
705111,7360785,Magic Defense% number X-axis,"MagicMenu, PositionX",148,148,1,94
7055B8,7361976,Limit bar Y-Axis,"Bar, LimitMenu, PositionY",100,100,1,64
7055BA,7361978,Limit bar X-axis,"Bar, LimitMenu, PositionX",4,4,1,04
7055DD,7362013,Limit Box Y-Axis,"Box, LimitMenu, PositionY",100,100,1,64
7055DF,7362015,Limit Box X-Axis,"Box, LimitMenu, PositionX",0,0,1,00
705604,7362052,EXP: WORD X-axis,PositionX,1,47,1,2F 01
705627,7362087,Exp bar width,"Bar, Width",0,232,1,E8 94 E4 20 00 C1 E8 05
705631,7362097,Exp bar Y-Axis,"Bar, PositionY",60,60,1,3C
705633,7362099,Exp bar X-Axis,"Bar, Color, PositionX, StatusMenu",1,5,2,04 01; 04 05
705656,7362134,Exp box Y-Axis,"Box, PositionY",60,60,1,3C
705658,7362136,Exp box X-Axis,"Bar, Box, PositionX, StatusMenu",0,5,2,00 01; 00 05
70567D,7362173,"EXP ""p"" X-axis",PositionX,1,209,1,D1 01
7056A0,7362208,"next level ""p"" Y-axis",PositionY,43,43,1,2B
7056A2,7362210,"next level ""p"" X-axis",PositionX,1,209,1,D1 01
7056C8,7362248,EXP number Y-axis,PositionY,18,18,1,12
7056CA,7362250,EXP number X-axis,PositionX,100,100,1,64
7056F0,7362288,next level number Y-axis,PositionY,43,43,1,2B
7056F2,7362290,next level number X-axis,PositionX,100,100,1,64
705715,7362325,next level text Y-axis,"PositionY, Text",38,38,1,26
705717,7362327,next level text X-axis,"PositionX, Text",1,1,1,01 01
705730,7362352,Limit level text Y-axis,"LimitMenu, PositionY, Text",78,78,1,4E
705732,7362354,Limit level text X-axis,"LimitMenu, PositionX, Text",1,1,1,01 01
70575A,7362394,Limit level number Y-axis,"LimitMenu, PositionY",83,83,1,53
705769,7362409,Limit level number X-axis,"LimitMenu, PositionX",1,23,1,17 01
705D85,7363973,ROWS BEFORE SCROLL BAR APPEARS,Bar,12,12,1,0C
705D8F,7363983,SCROLL BAR ROW HEIGHT,"Bar, Height",12,12,1,0C
705DB4,7364020,EQUIP MENU - SCROLL BAR X-AXIS,"Bar, EquipMenu, PositionX",111,111,1,6F
705DBD,7364029,EQUIP MENU - SCROLL BAR Y-AXIS,"Bar, EquipMenu, PositionY",170,170,1,AA
705DC6,7364038,EQUIP MENU - SCROLL BAR WIDTH,"Bar, EquipMenu, Width",12,12,1,0C
705DE9,7364073,ROW RELATED PREVENTS GIBBERISH IN EMPTY BOXES WHEN SET,Box,12,12,1,0C
705DEF,7364079,VISIBLE ITEM ROWS,ItemMenu,12,12,1,0C
705EBA,7364282,TEXT SPACING Y-AXIS,"PositionY, Spacing, Text",24,24,1,18
705EC7,7364295,RIGHT BOX TEXT Y-AXIS,"Box, PositionY, Text",177,177,1,B1
705ECD,7364301,RIGHT BOX TEXT X-AXIS,"Box, PositionX, Text",187,187,1,BB
705F0E,7364366,CURSOR SPACING Y-AXIS,"Cursor, PositionY, Spacing",34,34,1,22
705F11,7364369,CURSOR Y-AXIS,"Cursor, PositionY",17,17,1,11
705F14,7364372,CURSOR X-AXIS,"Cursor, PositionX",0,240,1,F0 00
705F47,7364423,EQUIPPED ITEM SLOT WORD X-AXIS,"EquipMenu, ItemMenu, PositionX",53,53,1,35
